station_pincode,station_zone,city,state
495373,CENTRAL,Jalandhar,Chandigarh
495375,EAST,Tiruchirappalli,Dadra and Nagar Haveli and Daman and Diu
495377,WEST,Bhubaneswar,Lakshadweep
495379,SOUTH,Salem,Delhi
495381,NORTH,Mysore,Puducherry
495383,CENTRAL,Thiruvananthapuram,Ladakh
495385,EAST,Tiruppur,Jammu and Kashmir
495387,WEST,Gwalior,Maharashtra
495389,SOUTH,Chandrapur,Delhi
495391,NORTH,Mumbai,Karnataka
495393,CENTRAL,Delhi,Andhra Pradesh
495395,EAST,Bangalore,Arunachal Pradesh
495397,WEST,Hyderabad,Assam
495399,SOUTH,Ahmedabad,Bihar
495401,NORTH,Chennai,Chhattisgarh
495403,CENTRAL,Kolkata,Goa
495405,EAST,Surat,Gujarat
495407,WEST,Pune,Haryana
495409,SOUTH,Jaipur,Himachal Pradesh
495411,NORTH,Lucknow,Jharkhand
495413,CENTRAL,Kanpur,Karnataka
495415,EAST,Nagpur,Kerala
495417,WEST,Indore,Madhya Pradesh
495419,SOUTH,Thane,Maharashtra
495421,NORTH,Bhopal,Manipur
495423,CENTRAL,Visakhapatnam,Meghalaya
495425,EAST,Vadodara,Mizoram
495427,WEST,Firozabad,Nagaland
495429,SOUTH,Ludhiana,Odisha
495431,NORTH,Rajkot,Punjab
495433,CENTRAL,Agra,Rajasthan
495435,EAST,Siliguri,Sikkim
495437,WEST,Nashik,Tamil Nadu
495439,SOUTH,Faridabad,Telangana
495441,NORTH,Patna,Tripura
495443,CENTRAL,Meerut,Uttar Pradesh
495445,EAST,Kalyan-Dombivli,Uttarakhand
495447,WEST,Vasai-Virar,West Bengal
495449,SOUTH,Varanasi,Andaman and Nicobar Islands
495451,NORTH,Srinagar,Chandigarh
495453,CENTRAL,Dhanbad,Dadra and Nagar Haveli and Daman and Diu
495455,EAST,Jodhpur,Lakshadweep
495457,WEST,Amritsar,Delhi
495459,SOUTH,Raipur,Puducherry
495461,NORTH,Allahabad,Ladakh
495463,CENTRAL,Coimbatore,Jammu and Kashmir
495465,EAST,Jabalpur,Maharashtra
495467,WEST,Gwalior,Delhi
495469,SOUTH,Vijayawada,Karnataka
495471,NORTH,Madurai,Andhra Pradesh
495473,CENTRAL,Guwahati,Arunachal Pradesh
495475,EAST,Chandigarh,Assam
495477,WEST,Hubli-Dharwad,Bihar
495479,SOUTH,Amroha,Chhattisgarh
495481,NORTH,Moradabad,Goa
495483,CENTRAL,Gurgaon,Gujarat
495485,EAST,Aligarh,Haryana
495487,WEST,Solapur,Himachal Pradesh
495489,SOUTH,Ranchi,Jharkhand
495491,NORTH,Jalandhar,Karnataka
495493,CENTRAL,Tiruchirappalli,Kerala
495495,EAST,Bhubaneswar,Madhya Pradesh
495497,WEST,Salem,Maharashtra
495499,SOUTH,Mysore,Manipur
495501,NORTH,Thiruvananthapuram,Meghalaya
495503,CENTRAL,Tiruppur,Mizoram
495505,EAST,Gwalior,Nagaland
495507,WEST,Chandrapur,Odisha
495509,SOUTH,Mumbai,Punjab
495511,NORTH,Delhi,Rajasthan
495513,CENTRAL,Bangalore,Sikkim
495515,EAST,Hyderabad,Tamil Nadu
495517,WEST,Ahmedabad,Telangana
495519,SOUTH,Chennai,Tripura
495521,NORTH,Kolkata,Uttar Pradesh
495523,CENTRAL,Surat,Uttarakhand
495525,EAST,Pune,West Bengal
495527,WEST,Jaipur,Andaman and Nicobar Islands
495529,SOUTH,Lucknow,Chandigarh
495531,NORTH,Kanpur,Dadra and Nagar Haveli and Daman and Diu
495533,CENTRAL,Nagpur,Lakshadweep
495535,EAST,Indore,Delhi
495537,WEST,Thane,Puducherry
495539,SOUTH,Bhopal,Ladakh
495541,NORTH,Visakhapatnam,Jammu and Kashmir
495543,CENTRAL,Vadodara,Maharashtra
495545,EAST,Firozabad,Delhi
495547,WEST,Ludhiana,Karnataka
495549,SOUTH,Rajkot,Andhra Pradesh
495551,NORTH,Agra,Arunachal Pradesh
495553,CENTRAL,Siliguri,Assam
495555,EAST,Nashik,Bihar
495557,WEST,Faridabad,Chhattisgarh
495559,SOUTH,Patna,Goa
495561,NORTH,Meerut,Gujarat
495563,CENTRAL,Kalyan-Dombivli,Haryana
495565,EAST,Vasai-Virar,Himachal Pradesh
495567,WEST,Varanasi,Jharkhand
495569,SOUTH,Srinagar,Karnataka
495571,NORTH,Dhanbad,Kerala
495573,CENTRAL,Jodhpur,Madhya Pradesh
495575,EAST,Amritsar,Maharashtra
495577,WEST,Raipur,Manipur
495579,SOUTH,Allahabad,Meghalaya
495581,NORTH,Coimbatore,Mizoram
495583,CENTRAL,Jabalpur,Nagaland
495585,EAST,Gwalior,Odisha
495587,WEST,Vijayawada,Punjab
495589,SOUTH,Madurai,Rajasthan
495591,NORTH,Guwahati,Sikkim
495593,CENTRAL,Chandigarh,Tamil Nadu
495595,EAST,Hubli-Dharwad,Telangana
495597,WEST,Amroha,Tripura
495599,SOUTH,Moradabad,Uttar Pradesh
495601,NORTH,Gurgaon,Uttarakhand
495603,CENTRAL,Aligarh,West Bengal
495605,EAST,Solapur,Andaman and Nicobar Islands
495607,WEST,Ranchi,Chandigarh
495609,SOUTH,Jalandhar,Dadra and Nagar Haveli and Daman and Diu
495611,NORTH,Tiruchirappalli,Lakshadweep
495613,CENTRAL,Bhubaneswar,Delhi
495615,EAST,Salem,Puducherry
495617,WEST,Mysore,Ladakh
495619,SOUTH,Thiruvananthapuram,Jammu and Kashmir
495621,NORTH,Tiruppur,Maharashtra
495623,CENTRAL,Gwalior,Delhi
495625,EAST,Chandrapur,Karnataka
495627,WEST,Mumbai,Andhra Pradesh
495629,SOUTH,Delhi,Arunachal Pradesh
495631,NORTH,Bangalore,Assam
495633,CENTRAL,Hyderabad,Bihar
495635,EAST,Ahmedabad,Chhattisgarh
495637,WEST,Chennai,Goa
495639,SOUTH,Kolkata,Gujarat
495641,NORTH,Surat,Haryana
495643,CENTRAL,Pune,Himachal Pradesh
495645,EAST,Jaipur,Jharkhand
495647,WEST,Lucknow,Karnataka
495649,SOUTH,Kanpur,Kerala
495651,NORTH,Nagpur,Madhya Pradesh
495653,CENTRAL,Indore,Maharashtra
495655,EAST,Thane,Manipur
495657,WEST,Bhopal,Meghalaya
495659,SOUTH,Visakhapatnam,Mizoram
495661,NORTH,Vadodara,Nagaland
495663,CENTRAL,Firozabad,Odisha
495665,EAST,Ludhiana,Punjab
495667,WEST,Rajkot,Rajasthan
495669,SOUTH,Agra,Sikkim
495671,NORTH,Siliguri,Tamil Nadu
495673,CENTRAL,Nashik,Telangana
495675,EAST,Faridabad,Tripura
495677,WEST,Patna,Uttar Pradesh
495679,SOUTH,Meerut,Uttarakhand
495681,NORTH,Kalyan-Dombivli,West Bengal
495683,CENTRAL,Vasai-Virar,Andaman and Nicobar Islands
495685,EAST,Varanasi,Chandigarh
495687,WEST,Srinagar,Dadra and Nagar Haveli and Daman and Diu
495689,SOUTH,Dhanbad,Lakshadweep
495691,NORTH,Jodhpur,Delhi
495693,CENTRAL,Amritsar,Puducherry
495695,EAST,Raipur,Ladakh
495697,WEST,Allahabad,Jammu and Kashmir
495699,SOUTH,Coimbatore,Maharashtra
495701,NORTH,Jabalpur,Delhi
495703,CENTRAL,Gwalior,Karnataka
495705,EAST,Vijayawada,Andhra Pradesh
495707,WEST,Madurai,Arunachal Pradesh
495709,SOUTH,Guwahati,Assam
495711,NORTH,Chandigarh,Bihar
495713,CENTRAL,Hubli-Dharwad,Chhattisgarh
495715,EAST,Amroha,Goa
495717,WEST,Moradabad,Gujarat
495719,SOUTH,Gurgaon,Haryana
495721,NORTH,Aligarh,Himachal Pradesh
495723,CENTRAL,Solapur,Jharkhand
495725,EAST,Ranchi,Karnataka
495727,WEST,Jalandhar,Kerala
495729,SOUTH,Tiruchirappalli,Madhya Pradesh
495731,NORTH,Bhubaneswar,Maharashtra
495733,CENTRAL,Salem,Manipur
495735,EAST,Mysore,Meghalaya
495737,WEST,Thiruvananthapuram,Mizoram
495739,SOUTH,Tiruppur,Nagaland
495741,NORTH,Gwalior,Odisha
495743,CENTRAL,Chandrapur,Punjab
495745,EAST,Mumbai,Rajasthan
495747,WEST,Delhi,Sikkim
495749,SOUTH,Bangalore,Tamil Nadu
495751,NORTH,Hyderabad,Telangana
495753,CENTRAL,Ahmedabad,Tripura
495755,EAST,Chennai,Uttar Pradesh
495757,WEST,Kolkata,Uttarakhand
495759,SOUTH,Surat,West Bengal
495761,NORTH,Pune,Andaman and Nicobar Islands
495763,CENTRAL,Jaipur,Chandigarh
495765,EAST,Lucknow,Dadra and Nagar Haveli and Daman and Diu
495767,WEST,Kanpur,Lakshadweep
495769,SOUTH,Nagpur,Delhi
495771,NORTH,Indore,Puducherry
495773,CENTRAL,Thane,Ladakh
495775,EAST,Bhopal,Jammu and Kashmir
495777,WEST,Visakhapatnam,Maharashtra
495779,SOUTH,Vadodara,Delhi
495781,NORTH,Firozabad,Karnataka
495783,CENTRAL,Ludhiana,Andhra Pradesh
495785,EAST,Rajkot,Arunachal Pradesh
495787,WEST,Agra,Assam
495789,SOUTH,Siliguri,Bihar
495791,NORTH,Nashik,Chhattisgarh
495793,CENTRAL,Faridabad,Goa
495795,EAST,Patna,Gujarat
495797,WEST,Meerut,Haryana
495799,SOUTH,Kalyan-Dombivli,Himachal Pradesh
495801,NORTH,Vasai-Virar,Jharkhand
495803,CENTRAL,Varanasi,Karnataka
495805,EAST,Srinagar,Kerala
495807,WEST,Dhanbad,Madhya Pradesh
495809,SOUTH,Jodhpur,Maharashtra
495811,NORTH,Amritsar,Manipur
495813,CENTRAL,Raipur,Meghalaya
495815,EAST,Allahabad,Mizoram
495817,WEST,Coimbatore,Nagaland
495819,SOUTH,Jabalpur,Odisha
495821,NORTH,Gwalior,Punjab
495823,CENTRAL,Vijayawada,Rajasthan
495825,EAST,Madurai,Sikkim
495827,WEST,Guwahati,Tamil Nadu
495829,SOUTH,Chandigarh,Telangana
495831,NORTH,Hubli-Dharwad,Tripura
495833,CENTRAL,Amroha,Uttar Pradesh
495835,EAST,Moradabad,Uttarakhand
495837,WEST,Gurgaon,West Bengal
495839,SOUTH,Aligarh,Andaman and Nicobar Islands
495841,NORTH,Solapur,Chandigarh
495843,CENTRAL,Ranchi,Dadra and Nagar Haveli and Daman and Diu
495845,EAST,Jalandhar,Lakshadweep
495847,WEST,Tiruchirappalli,Delhi
495849,SOUTH,Bhubaneswar,Puducherry
495851,NORTH,Salem,Ladakh
495853,CENTRAL,Mysore,Jammu and Kashmir
495855,EAST,Thiruvananthapuram,Maharashtra
495857,WEST,Tiruppur,Delhi
495859,SOUTH,Gwalior,Karnataka
495861,NORTH,Chandrapur,Andhra Pradesh
495863,CENTRAL,Mumbai,Arunachal Pradesh
495865,EAST,Delhi,Assam
495867,WEST,Bangalore,Bihar
495869,SOUTH,Hyderabad,Chhattisgarh
495871,NORTH,Ahmedabad,Goa
495873,CENTRAL,Chennai,Gujarat
495875,EAST,Kolkata,Haryana
495877,WEST,Surat,Himachal Pradesh
495879,SOUTH,Pune,Jharkhand
495881,NORTH,Jaipur,Karnataka
495883,CENTRAL,Lucknow,Kerala
495885,EAST,Kanpur,Madhya Pradesh
495887,WEST,Nagpur,Maharashtra
495889,SOUTH,Indore,Manipur
495891,NORTH,Thane,Meghalaya
495893,CENTRAL,Bhopal,Mizoram
495895,EAST,Visakhapatnam,Nagaland
495897,WEST,Vadodara,Odisha
495899,SOUTH,Firozabad,Punjab
495901,NORTH,Ludhiana,Rajasthan
495903,CENTRAL,Rajkot,Sikkim
495905,EAST,Agra,Tamil Nadu
495907,WEST,Siliguri,Telangana
495909,SOUTH,Nashik,Tripura
495911,NORTH,Faridabad,Uttar Pradesh
495913,CENTRAL,Patna,Uttarakhand
495915,EAST,Meerut,West Bengal
495917,WEST,Kalyan-Dombivli,Andaman and Nicobar Islands
495919,SOUTH,Vasai-Virar,Chandigarh
495921,NORTH,Varanasi,Dadra and Nagar Haveli and Daman and Diu
495923,CENTRAL,Srinagar,Lakshadweep
495925,EAST,Dhanbad,Delhi
495927,WEST,Jodhpur,Puducherry
495929,SOUTH,Amritsar,Ladakh
495931,NORTH,Raipur,Jammu and Kashmir
495933,CENTRAL,Allahabad,Maharashtra
495935,EAST,Coimbatore,Delhi
495937,WEST,Jabalpur,Karnataka
495939,SOUTH,Gwalior,Andhra Pradesh
495941,NORTH,Vijayawada,Arunachal Pradesh
495943,CENTRAL,Madurai,Assam
495945,EAST,Guwahati,Bihar
495947,WEST,Chandigarh,Chhattisgarh
495949,SOUTH,Hubli-Dharwad,Goa
495951,NORTH,Amroha,Gujarat
495953,CENTRAL,Moradabad,Haryana
495955,EAST,Gurgaon,Himachal Pradesh
495957,WEST,Aligarh,Jharkhand
495959,SOUTH,Solapur,Karnataka
495961,NORTH,Ranchi,Kerala
495963,CENTRAL,Jalandhar,Madhya Pradesh
495965,EAST,Tiruchirappalli,Maharashtra
495967,WEST,Bhubaneswar,Manipur
495969,SOUTH,Salem,Meghalaya
495971,NORTH,Mysore,Mizoram
495973,CENTRAL,Thiruvananthapuram,Nagaland
495975,EAST,Tiruppur,Odisha
495977,WEST,Gwalior,Punjab
495979,SOUTH,Chandrapur,Rajasthan
495981,NORTH,Mumbai,Sikkim
495983,CENTRAL,Delhi,Tamil Nadu
495985,EAST,Bangalore,Telangana
495987,WEST,Hyderabad,Tripura
495989,SOUTH,Ahmedabad,Uttar Pradesh
495991,NORTH,Chennai,Uttarakhand
495993,CENTRAL,Kolkata,West Bengal
495995,EAST,Surat,Andaman and Nicobar Islands
495997,WEST,Pune,Chandigarh
495999,SOUTH,Jaipur,Dadra and Nagar Haveli and Daman and Diu
496001,NORTH,Lucknow,Lakshadweep
496003,CENTRAL,Kanpur,Delhi
496005,EAST,Nagpur,Puducherry
496007,WEST,Indore,Ladakh
496009,SOUTH,Thane,Jammu and Kashmir
496011,NORTH,Bhopal,Maharashtra
496013,CENTRAL,Visakhapatnam,Delhi
496015,EAST,Vadodara,Karnataka
496017,WEST,Firozabad,Andhra Pradesh
496019,SOUTH,Ludhiana,Arunachal Pradesh
496021,NORTH,Rajkot,Assam
496023,CENTRAL,Agra,Bihar
496025,EAST,Siliguri,Chhattisgarh
496027,WEST,Nashik,Goa
496029,SOUTH,Faridabad,Gujarat
496031,NORTH,Patna,Haryana
496033,CENTRAL,Meerut,Himachal Pradesh
496035,EAST,Kalyan-Dombivli,Jharkhand
496037,WEST,Vasai-Virar,Karnataka
496039,SOUTH,Varanasi,Kerala
496041,NORTH,Srinagar,Madhya Pradesh
496043,CENTRAL,Dhanbad,Maharashtra
496045,EAST,Jodhpur,Manipur
496047,WEST,Amritsar,Meghalaya
496049,SOUTH,Raipur,Mizoram
496051,NORTH,Allahabad,Nagaland
496053,CENTRAL,Coimbatore,Odisha
496055,EAST,Jabalpur,Punjab
496057,WEST,Gwalior,Rajasthan
496059,SOUTH,Vijayawada,Sikkim
496061,NORTH,Madurai,Tamil Nadu
496063,CENTRAL,Guwahati,Telangana
496065,EAST,Chandigarh,Tripura
496067,WEST,Hubli-Dharwad,Uttar Pradesh
496069,SOUTH,Amroha,Uttarakhand
496071,NORTH,Moradabad,West Bengal
496073,CENTRAL,Gurgaon,Andaman and Nicobar Islands
496075,EAST,Aligarh,Chandigarh
496077,WEST,Solapur,Dadra and Nagar Haveli and Daman and Diu
496079,SOUTH,Ranchi,Lakshadweep
496081,NORTH,Jalandhar,Delhi
496083,CENTRAL,Tiruchirappalli,Puducherry
496085,EAST,Bhubaneswar,Ladakh
496087,WEST,Salem,Jammu and Kashmir
496089,SOUTH,Mysore,Maharashtra
496091,NORTH,Thiruvananthapuram,Delhi
496093,CENTRAL,Tiruppur,Karnataka
496095,EAST,Gwalior,Andhra Pradesh
496097,WEST,Chandrapur,Arunachal Pradesh
496099,SOUTH,Mumbai,Assam
496101,NORTH,Delhi,Bihar
496103,CENTRAL,Bangalore,Chhattisgarh
496105,EAST,Hyderabad,Goa
496107,WEST,Ahmedabad,Gujarat
496109,SOUTH,Chennai,Haryana
496111,NORTH,Kolkata,Himachal Pradesh
496113,CENTRAL,Surat,Jharkhand
496115,EAST,,Karnataka
496117,WEST,,Kerala
496119,SOUTH,,Madhya Pradesh
496121,NORTH,,Maharashtra
496123,CENTRAL,,Manipur
496125,EAST,,Meghalaya
496127,WEST,,Mizoram
496129,SOUTH,,Nagaland
496131,NORTH,,Odisha
496133,CENTRAL,,Punjab
496135,EAST,,Rajasthan
496137,WEST,,Sikkim
496139,SOUTH,,Tamil Nadu
496141,NORTH,,Telangana
496143,CENTRAL,,Tripura
496145,EAST,,Uttar Pradesh
496147,WEST,,Uttarakhand
496149,SOUTH,,West Bengal
496151,NORTH,,Andaman and Nicobar Islands
496153,CENTRAL,,Chandigarh
496155,EAST,,Dadra and Nagar Haveli and Daman and Diu
496157,WEST,,Lakshadweep
496159,SOUTH,,Delhi
496161,NORTH,,Puducherry
496163,CENTRAL,,Ladakh
496165,EAST,,Jammu and Kashmir
496167,WEST,,Maharashtra
496169,SOUTH,,Delhi
496171,NORTH,,Karnataka
496173,CENTRAL,,Andhra Pradesh
496175,EAST,,Arunachal Pradesh
496177,WEST,,Assam
496179,SOUTH,,Bihar
496181,NORTH,,Chhattisgarh
496183,CENTRAL,,Goa
496185,EAST,,Gujarat
496187,WEST,,Haryana
496189,SOUTH,,Himachal Pradesh
496191,NORTH,,Jharkhand
496193,CENTRAL,,Karnataka
496195,EAST,,Kerala
496197,WEST,,Madhya Pradesh
496199,SOUTH,,Maharashtra
496201,NORTH,,Manipur
496203,CENTRAL,,Meghalaya
496205,EAST,,Mizoram
496207,WEST,,Nagaland
496209,SOUTH,,Odisha
496211,NORTH,,Punjab
496213,CENTRAL,,Rajasthan
496215,EAST,,Sikkim
496217,WEST,,Tamil Nadu
496219,SOUTH,,Telangana
496221,NORTH,,Tripura
496223,CENTRAL,,Uttar Pradesh
496225,EAST,,Uttarakhand
496227,WEST,,West Bengal
496229,SOUTH,,Andaman and Nicobar Islands
496231,NORTH,,Chandigarh
496233,CENTRAL,,Dadra and Nagar Haveli and Daman and Diu
496235,EAST,,Lakshadweep
496237,WEST,,Delhi
496239,SOUTH,,Puducherry
496241,NORTH,,Ladakh
496243,CENTRAL,,Jammu and Kashmir
496245,EAST,,Maharashtra
496247,WEST,,Delhi
496249,SOUTH,,Karnataka
496251,NORTH,,Andhra Pradesh
496253,CENTRAL,,Arunachal Pradesh
496255,EAST,,Assam
496257,WEST,,Bihar
496259,SOUTH,,Chhattisgarh
496261,NORTH,,Goa
496263,CENTRAL,,Gujarat
496265,EAST,,Haryana
496267,WEST,,Himachal Pradesh
496269,SOUTH,,Jharkhand
496271,NORTH,,Karnataka
496273,CENTRAL,,Kerala
496275,EAST,,Madhya Pradesh
496277,WEST,,Maharashtra
496279,SOUTH,,Manipur
496281,NORTH,,Meghalaya
496283,CENTRAL,,Mizoram
496285,EAST,,Nagaland
496287,WEST,,Odisha
496289,SOUTH,,Punjab
496291,NORTH,,Rajasthan
496293,CENTRAL,,Sikkim
496295,EAST,,Tamil Nadu
496297,WEST,,Telangana
496299,SOUTH,,Tripura
496301,NORTH,,Uttar Pradesh
496303,CENTRAL,,Uttarakhand
496305,EAST,,West Bengal
496307,WEST,,Andaman and Nicobar Islands
496309,SOUTH,,Chandigarh
496311,NORTH,,Dadra and Nagar Haveli and Daman and Diu
496313,CENTRAL,,Lakshadweep
496315,EAST,,Delhi
496317,WEST,,Puducherry
496319,SOUTH,,Ladakh
496321,NORTH,,Jammu and Kashmir
496323,CENTRAL,,Maharashtra
496325,EAST,,Delhi
496327,WEST,,Karnataka
496329,SOUTH,,Andhra Pradesh
496331,NORTH,,Arunachal Pradesh
496333,CENTRAL,,Assam
496335,EAST,,Bihar
496337,WEST,,Chhattisgarh
496339,SOUTH,,Goa
496341,NORTH,,Gujarat
496343,CENTRAL,,Haryana
496345,EAST,,Himachal Pradesh
496347,WEST,,Jharkhand
496349,SOUTH,,Karnataka
496351,NORTH,,Kerala
496353,CENTRAL,,Madhya Pradesh
496355,EAST,,Maharashtra
496357,WEST,,Manipur
496359,SOUTH,,Meghalaya
496361,NORTH,,Mizoram
496363,CENTRAL,,Nagaland
496365,EAST,,Odisha
496367,WEST,,Punjab
496369,SOUTH,,Rajasthan
496371,NORTH,,Sikkim
496373,CENTRAL,,Tamil Nadu
496375,EAST,,Telangana
496377,WEST,,Tripura
496379,SOUTH,,Uttar Pradesh
496381,NORTH,,Uttarakhand
496383,CENTRAL,,West Bengal
496385,EAST,,Andaman and Nicobar Islands
496387,WEST,,Chandigarh
496389,SOUTH,,Dadra and Nagar Haveli and Daman and Diu
496391,NORTH,,Lakshadweep
496393,CENTRAL,,Delhi
496395,EAST,,Puducherry
496397,WEST,,Ladakh
496399,SOUTH,,Jammu and Kashmir
496401,NORTH,,Maharashtra
496403,CENTRAL,,Delhi
496405,EAST,,Karnataka
496407,WEST,,Andhra Pradesh
496409,SOUTH,,Arunachal Pradesh
496411,NORTH,,Assam
496413,CENTRAL,,Bihar
496415,EAST,,Chhattisgarh
496417,WEST,,Goa
496419,SOUTH,,Gujarat
496421,NORTH,,Haryana
496423,CENTRAL,,Himachal Pradesh
496425,EAST,,Jharkhand
496427,WEST,,Karnataka
496429,SOUTH,,Kerala
496431,NORTH,,Madhya Pradesh
496433,CENTRAL,,Maharashtra
496435,EAST,,Manipur
496437,WEST,,Meghalaya
496439,SOUTH,,Mizoram
496441,NORTH,,Nagaland
496443,CENTRAL,,Odisha
496445,EAST,,Punjab
496447,WEST,,Rajasthan
496449,SOUTH,,Sikkim
496451,NORTH,,Tamil Nadu
496453,CENTRAL,,Telangana
496455,EAST,,Tripura
496457,WEST,,Uttar Pradesh
496459,SOUTH,,Uttarakhand
496461,NORTH,,West Bengal
496463,CENTRAL,,Andaman and Nicobar Islands
496465,EAST,,Chandigarh
496467,WEST,,Dadra and Nagar Haveli and Daman and Diu
496469,SOUTH,,Lakshadweep
496471,NORTH,,Delhi
496473,CENTRAL,,Puducherry
496475,EAST,,Ladakh
496477,WEST,,Jammu and Kashmir
496479,SOUTH,,Maharashtra
496481,NORTH,,Delhi
496483,CENTRAL,,Karnataka
496485,EAST,,Andhra Pradesh
496487,WEST,,Arunachal Pradesh
496489,SOUTH,,Assam
496491,NORTH,,Bihar
496493,CENTRAL,,Chhattisgarh
496495,EAST,,Goa
496497,WEST,,Gujarat
496499,SOUTH,,Haryana
496501,NORTH,,Himachal Pradesh
496503,CENTRAL,,Jharkhand
496505,EAST,,Karnataka
496507,WEST,,Kerala
496509,SOUTH,,Madhya Pradesh
496511,NORTH,,Maharashtra
496513,CENTRAL,,Manipur
496515,EAST,,Meghalaya
496517,WEST,,Mizoram
496519,SOUTH,,Nagaland
496521,NORTH,,Odisha
496523,CENTRAL,,Punjab
496525,EAST,,Rajasthan
496527,WEST,,Sikkim
496529,SOUTH,,Tamil Nadu
496531,NORTH,,Telangana
496533,CENTRAL,,Tripura
496535,EAST,,Uttar Pradesh
496537,WEST,,Uttarakhand
496539,SOUTH,,West Bengal
496541,NORTH,,Andaman and Nicobar Islands
496543,CENTRAL,,Chandigarh
496545,EAST,,Dadra and Nagar Haveli and Daman and Diu
496547,WEST,,Lakshadweep
496549,SOUTH,,Delhi
496551,NORTH,,Puducherry
496553,CENTRAL,,Ladakh
496555,EAST,,Jammu and Kashmir
496557,WEST,,Maharashtra
496559,SOUTH,,Delhi
496561,NORTH,,Karnataka
496563,CENTRAL,,Andhra Pradesh
496565,EAST,,Arunachal Pradesh
496567,WEST,,Assam
496569,SOUTH,,Bihar
496571,NORTH,,Chhattisgarh
496573,CENTRAL,,Goa
496575,EAST,,Gujarat
496577,WEST,,Haryana
496579,SOUTH,,Himachal Pradesh
496581,NORTH,,Jharkhand
496583,CENTRAL,,Karnataka
496585,EAST,,Kerala
496587,WEST,,Madhya Pradesh
496589,SOUTH,,Maharashtra
496591,NORTH,,Manipur
496593,CENTRAL,,Meghalaya
496595,EAST,,Mizoram
496597,WEST,,Nagaland
496599,SOUTH,,Odisha
496601,NORTH,,Punjab
496603,CENTRAL,,Rajasthan
496605,EAST,,Sikkim
496607,WEST,,Tamil Nadu
496609,SOUTH,,Telangana
496611,NORTH,,Tripura
496613,CENTRAL,,Uttar Pradesh
496615,EAST,,Uttarakhand
496617,WEST,,West Bengal
496619,SOUTH,,Andaman and Nicobar Islands
496621,NORTH,,Chandigarh
496623,CENTRAL,,Dadra and Nagar Haveli and Daman and Diu
496625,EAST,,Lakshadweep
496627,WEST,,Delhi
496629,SOUTH,,Puducherry
496631,NORTH,,Ladakh
496633,CENTRAL,,Jammu and Kashmir
496635,EAST,,Maharashtra
496637,WEST,,Delhi
496639,SOUTH,,Karnataka
496641,NORTH,,Andhra Pradesh
496643,CENTRAL,,Arunachal Pradesh
496645,EAST,,Assam
496647,WEST,,Bihar
496649,SOUTH,,Chhattisgarh
496651,NORTH,,Goa
496653,CENTRAL,,Gujarat
496655,EAST,,Haryana
496657,WEST,,Himachal Pradesh
496659,SOUTH,,Jharkhand
496661,NORTH,,Karnataka
496663,CENTRAL,,Kerala
496665,EAST,,Madhya Pradesh
496667,WEST,,Maharashtra
496669,SOUTH,,Manipur
496671,NORTH,,Meghalaya
496673,CENTRAL,,Mizoram
496675,EAST,,Nagaland
496677,WEST,,Odisha
496679,SOUTH,,Punjab
496681,NORTH,,Rajasthan
496683,CENTRAL,,Sikkim
496685,EAST,,Tamil Nadu
496687,WEST,,Telangana
496689,SOUTH,,Tripura
496691,NORTH,,Uttar Pradesh
496693,CENTRAL,,Uttarakhand
496695,EAST,,West Bengal
496697,WEST,,Andaman and Nicobar Islands
496699,SOUTH,,Chandigarh
496701,NORTH,,Dadra and Nagar Haveli and Daman and Diu
496703,CENTRAL,,Lakshadweep
496705,EAST,,Delhi
496707,WEST,,Puducherry
496709,SOUTH,,Ladakh
496711,NORTH,,Jammu and Kashmir
496713,CENTRAL,,Maharashtra
496715,EAST,,Delhi
496717,WEST,,Karnataka
496719,SOUTH,,Andhra Pradesh
496721,NORTH,,Arunachal Pradesh
496723,CENTRAL,,Assam
496725,EAST,,Bihar
496727,WEST,,Chhattisgarh
496729,SOUTH,,Goa
496731,NORTH,,Gujarat
496733,CENTRAL,,Haryana
496735,EAST,,Himachal Pradesh
496737,WEST,,Jharkhand
496739,SOUTH,,Karnataka
496741,NORTH,,Kerala
496743,CENTRAL,,Madhya Pradesh
496745,EAST,,Maharashtra
496747,WEST,,Manipur
496749,SOUTH,,Meghalaya
496751,NORTH,,Mizoram
496753,CENTRAL,,Nagaland
496755,EAST,,Odisha
496757,WEST,,Punjab
496759,SOUTH,,Rajasthan
496761,NORTH,,Sikkim
496763,CENTRAL,,Tamil Nadu
496765,EAST,,Telangana
496767,WEST,,Tripura
496769,SOUTH,,Uttar Pradesh
496771,NORTH,,Uttarakhand
496773,CENTRAL,,West Bengal
496775,EAST,,Andaman and Nicobar Islands
496777,WEST,,Chandigarh
496779,SOUTH,,Dadra and Nagar Haveli and Daman and Diu
496781,NORTH,,Lakshadweep
496783,CENTRAL,,Delhi
496785,EAST,,Puducherry
496787,WEST,,Ladakh
496789,SOUTH,,Jammu and Kashmir
496791,NORTH,,Maharashtra
496793,CENTRAL,,Delhi
496795,EAST,,Karnataka
496797,WEST,,Andhra Pradesh
496799,SOUTH,,Arunachal Pradesh
496801,NORTH,,Assam
496803,CENTRAL,,Bihar
496805,EAST,,Chhattisgarh
496807,WEST,,Goa
496809,SOUTH,,Gujarat
496811,NORTH,,Haryana
496813,CENTRAL,,Himachal Pradesh
496815,EAST,,Jharkhand
496817,WEST,,Karnataka
496819,SOUTH,,Kerala
496821,NORTH,,Madhya Pradesh
