max_case_type,min_cases_type,no_of_cases,avg_solving_day
unfair dismissal,sedition,10373,8
theft,Property dispute,10375,12
cybercrime,marriage affairs,10377,11
sedition,Divorce,10379,9
Property dispute,Fraud,10381,11
Fraud,riots,10383,8
riots,claims of negligence,10385,4
marriage affairs,dowry demands,10387,8
Divorce,robbery,10389,7
claims of negligence,unfair dismissal,10391,12
appeal against HR,discrimination,10393,14
Workplace harassment,appeal against HR,10395,14
Murder,Workplace harassment,10397,5
robbery,Murder,10399,11
dowry demands,theft,10401,7
robbery,cybercrime,10403,13
unfair dismissal,sedition,10405,4
theft,Property dispute,10407,5
cybercrime,marriage affairs,10409,9
sedition,Divorce,10411,4
Property dispute,Fraud,10413,14
Fraud,riots,10415,4
riots,claims of negligence,10417,12
marriage affairs,dowry demands,10419,14
Divorce,robbery,10421,3
claims of negligence,unfair dismissal,10423,5
appeal against HR,discrimination,10425,9
Workplace harassment,appeal against HR,10427,11
Murder,Workplace harassment,10429,6
robbery,Murder,10431,12
dowry demands,theft,10433,12
robbery,cybercrime,10435,9
unfair dismissal,sedition,10437,3
theft,Property dispute,10439,11
cybercrime,marriage affairs,10441,9
sedition,Divorce,10443,8
Property dispute,Fraud,10445,3
Fraud,riots,10447,14
riots,claims of negligence,10449,10
marriage affairs,dowry demands,10451,7
Divorce,robbery,10453,7
claims of negligence,unfair dismissal,10455,10
appeal against HR,discrimination,10457,15
Workplace harassment,appeal against HR,10459,4
Murder,Workplace harassment,10461,11
robbery,Murder,10463,10
dowry demands,theft,10465,5
robbery,cybercrime,10467,5
unfair dismissal,sedition,10469,9
theft,Property dispute,10471,5
cybercrime,marriage affairs,10473,10
sedition,Divorce,10475,8
Property dispute,Fraud,10477,13
Fraud,riots,10479,4
riots,claims of negligence,10481,15
marriage affairs,dowry demands,10483,3
Divorce,robbery,10485,15
claims of negligence,unfair dismissal,10487,3
appeal against HR,discrimination,10489,5
Workplace harassment,appeal against HR,10491,13
Murder,Workplace harassment,10493,14
robbery,Murder,10495,14
dowry demands,theft,10497,13
robbery,cybercrime,10499,6
unfair dismissal,sedition,10501,15
theft,Property dispute,10503,4
cybercrime,marriage affairs,10505,5
sedition,Divorce,10507,14
Property dispute,Fraud,10509,3
Fraud,riots,10511,7
riots,claims of negligence,10513,4
marriage affairs,dowry demands,10515,6
Divorce,robbery,10517,8
claims of negligence,unfair dismissal,10519,9
appeal against HR,discrimination,10521,11
Workplace harassment,appeal against HR,10523,5
Murder,Workplace harassment,10525,6
robbery,Murder,10527,10
dowry demands,theft,10529,12
robbery,cybercrime,10531,14
unfair dismissal,sedition,10533,3
theft,Property dispute,10535,7
cybercrime,marriage affairs,10537,6
sedition,Divorce,10539,8
Property dispute,Fraud,10541,12
Fraud,riots,10543,6
riots,claims of negligence,10545,15
marriage affairs,dowry demands,10547,7
Divorce,robbery,10549,5
claims of negligence,unfair dismissal,10551,12
appeal against HR,discrimination,10553,7
Workplace harassment,appeal against HR,10555,4
Murder,Workplace harassment,10557,3
robbery,Murder,10559,9
dowry demands,theft,10561,7
robbery,cybercrime,10563,4
unfair dismissal,sedition,10565,3
theft,Property dispute,10567,8
cybercrime,marriage affairs,10569,9
sedition,Divorce,10571,7
Property dispute,Fraud,10573,8
Fraud,riots,10575,3
riots,claims of negligence,10577,12
marriage affairs,dowry demands,10579,9
Divorce,robbery,10581,11
claims of negligence,unfair dismissal,10583,3
appeal against HR,discrimination,10585,6
Workplace harassment,appeal against HR,10587,7
Murder,Workplace harassment,10589,13
robbery,Murder,10591,3
dowry demands,theft,10593,4
robbery,cybercrime,10595,3
unfair dismissal,sedition,10597,10
theft,Property dispute,10599,9
cybercrime,marriage affairs,10601,3
sedition,Divorce,10603,4
Property dispute,Fraud,10605,13
Fraud,riots,10607,8
riots,claims of negligence,10609,14
marriage affairs,dowry demands,10611,14
Divorce,robbery,10613,9
claims of negligence,unfair dismissal,10615,13
appeal against HR,discrimination,10617,7
Workplace harassment,appeal against HR,10619,9
Murder,Workplace harassment,10621,8
robbery,Murder,10623,15
dowry demands,theft,10625,14
robbery,cybercrime,10627,12
unfair dismissal,sedition,10629,6
theft,Property dispute,10631,3
cybercrime,marriage affairs,10633,14
sedition,Divorce,10635,14
Property dispute,Fraud,10637,6
Fraud,riots,10639,14
riots,claims of negligence,10641,15
marriage affairs,dowry demands,10643,14
Divorce,robbery,10645,10
claims of negligence,unfair dismissal,10647,14
appeal against HR,discrimination,10649,4
Workplace harassment,appeal against HR,10651,13
Murder,Workplace harassment,10653,11
robbery,Murder,10655,10
dowry demands,theft,10657,7
robbery,cybercrime,10659,7
unfair dismissal,sedition,10661,14
theft,Property dispute,10663,6
cybercrime,marriage affairs,10665,13
sedition,Divorce,10667,15
Property dispute,Fraud,10669,10
Fraud,riots,10671,15
riots,claims of negligence,10673,8
marriage affairs,dowry demands,10675,8
Divorce,robbery,10677,13
claims of negligence,unfair dismissal,10679,4
appeal against HR,discrimination,10681,8
Workplace harassment,appeal against HR,10683,11
Murder,Workplace harassment,10685,6
robbery,Murder,10687,14
dowry demands,theft,10689,11
robbery,cybercrime,10691,11
unfair dismissal,sedition,10693,14
theft,Property dispute,10695,11
cybercrime,marriage affairs,10697,3
sedition,Divorce,10699,4
Property dispute,Fraud,10701,14
Fraud,riots,10703,14
riots,claims of negligence,10705,8
marriage affairs,dowry demands,10707,10
Divorce,robbery,10709,15
claims of negligence,unfair dismissal,10711,6
appeal against HR,discrimination,10713,4
Workplace harassment,appeal against HR,10715,14
Murder,Workplace harassment,10717,10
robbery,Murder,10719,4
dowry demands,theft,10721,15
robbery,cybercrime,10723,10
unfair dismissal,sedition,10725,9
theft,Property dispute,10727,5
cybercrime,marriage affairs,10729,13
sedition,Divorce,10731,8
Property dispute,Fraud,10733,7
Fraud,riots,10735,13
riots,claims of negligence,10737,8
marriage affairs,dowry demands,10739,8
Divorce,robbery,10741,5
claims of negligence,unfair dismissal,10743,5
appeal against HR,discrimination,10745,5
Workplace harassment,appeal against HR,10747,10
Murder,Workplace harassment,10749,3
robbery,Murder,10751,14
dowry demands,theft,10753,11
robbery,cybercrime,10755,14
unfair dismissal,sedition,10757,6
theft,Property dispute,10759,8
cybercrime,marriage affairs,10761,5
sedition,Divorce,10763,14
Property dispute,Fraud,10765,5
Fraud,riots,10767,5
riots,claims of negligence,10769,6
marriage affairs,dowry demands,10771,9
Divorce,robbery,10773,9
claims of negligence,unfair dismissal,10775,6
appeal against HR,discrimination,10777,8
Workplace harassment,appeal against HR,10779,9
Murder,Workplace harassment,10781,11
robbery,Murder,10783,5
dowry demands,theft,10785,14
robbery,cybercrime,10787,8
unfair dismissal,sedition,10789,7
theft,Property dispute,10791,15
cybercrime,marriage affairs,10793,11
sedition,Divorce,10795,4
Property dispute,Fraud,10797,12
Fraud,riots,10799,4
riots,claims of negligence,10801,6
marriage affairs,dowry demands,10803,15
Divorce,robbery,10805,10
claims of negligence,unfair dismissal,10807,11
appeal against HR,discrimination,10809,10
Workplace harassment,appeal against HR,10811,5
Murder,Workplace harassment,10813,6
robbery,Murder,10815,3
dowry demands,theft,10817,11
robbery,cybercrime,10819,11
unfair dismissal,sedition,10821,11
theft,Property dispute,10823,6
cybercrime,marriage affairs,10825,7
sedition,Divorce,10827,8
Property dispute,Fraud,10829,9
Fraud,riots,10831,7
riots,claims of negligence,10833,14
marriage affairs,dowry demands,10835,6
Divorce,robbery,10837,4
claims of negligence,unfair dismissal,10839,5
appeal against HR,discrimination,10841,10
Workplace harassment,appeal against HR,10843,6
Murder,Workplace harassment,10845,14
robbery,Murder,10847,3
dowry demands,theft,10849,6
robbery,cybercrime,10851,14
unfair dismissal,sedition,10853,14
theft,Property dispute,10855,11
cybercrime,marriage affairs,10857,7
sedition,Divorce,10859,3
Property dispute,Fraud,10861,14
Fraud,riots,10863,13
riots,claims of negligence,10865,7
marriage affairs,dowry demands,10867,15
Divorce,robbery,10869,7
claims of negligence,unfair dismissal,10871,9
appeal against HR,discrimination,10873,15
Workplace harassment,appeal against HR,10875,11
Murder,Workplace harassment,10877,5
robbery,Murder,10879,15
dowry demands,theft,10881,8
robbery,cybercrime,10883,9
unfair dismissal,sedition,10885,8
theft,Property dispute,10887,10
cybercrime,marriage affairs,10889,14
sedition,Divorce,10891,6
Property dispute,Fraud,10893,12
Fraud,riots,10895,10
riots,claims of negligence,10897,11
marriage affairs,dowry demands,10899,12
Divorce,robbery,10901,15
claims of negligence,unfair dismissal,10903,8
appeal against HR,discrimination,10905,7
Workplace harassment,appeal against HR,10907,13
Murder,Workplace harassment,10909,4
robbery,Murder,10911,14
dowry demands,theft,10913,15
robbery,cybercrime,10915,14
unfair dismissal,sedition,10917,15
theft,Property dispute,10919,3
cybercrime,marriage affairs,10921,4
sedition,Divorce,10923,8
Property dispute,Fraud,10925,10
Fraud,riots,10927,6
riots,claims of negligence,10929,4
marriage affairs,dowry demands,10931,14
Divorce,robbery,10933,13
claims of negligence,unfair dismissal,10935,6
appeal against HR,discrimination,10937,9
Workplace harassment,appeal against HR,10939,6
Murder,Workplace harassment,10941,15
robbery,Murder,10943,14
dowry demands,theft,10945,9
robbery,cybercrime,10947,11
unfair dismissal,sedition,10949,3
theft,Property dispute,10951,14
cybercrime,marriage affairs,10953,7
sedition,Divorce,10955,14
Property dispute,Fraud,10957,15
Fraud,riots,10959,7
riots,claims of negligence,10961,4
marriage affairs,dowry demands,10963,3
Divorce,robbery,10965,5
claims of negligence,unfair dismissal,10967,13
appeal against HR,discrimination,10969,7
Workplace harassment,appeal against HR,10971,14
Murder,Workplace harassment,10973,7
robbery,Murder,10975,13
dowry demands,theft,10977,9
robbery,cybercrime,10979,12
unfair dismissal,sedition,10981,6
theft,Property dispute,10983,15
cybercrime,marriage affairs,10985,3
sedition,Divorce,10987,11
Property dispute,Fraud,10989,4
Fraud,riots,10991,9
riots,claims of negligence,10993,8
marriage affairs,dowry demands,10995,12
Divorce,robbery,10997,11
claims of negligence,unfair dismissal,10999,13
appeal against HR,discrimination,11001,4
Workplace harassment,appeal against HR,11003,6
Murder,Workplace harassment,11005,11
robbery,Murder,11007,4
dowry demands,theft,11009,15
robbery,cybercrime,11011,12
unfair dismissal,sedition,11013,14
theft,Property dispute,11015,5
cybercrime,marriage affairs,11017,4
sedition,Divorce,11019,7
Property dispute,Fraud,11021,4
Fraud,riots,11023,4
riots,claims of negligence,11025,8
marriage affairs,dowry demands,11027,12
Divorce,robbery,11029,7
claims of negligence,unfair dismissal,11031,13
appeal against HR,discrimination,11033,13
Workplace harassment,appeal against HR,11035,7
Murder,Workplace harassment,11037,7
robbery,Murder,11039,11
dowry demands,theft,11041,14
robbery,cybercrime,11043,14
unfair dismissal,sedition,11045,12
theft,Property dispute,11047,8
cybercrime,marriage affairs,11049,7
sedition,Divorce,11051,5
Property dispute,Fraud,11053,10
Fraud,riots,11055,7
riots,claims of negligence,11057,15
marriage affairs,dowry demands,11059,5
Divorce,robbery,11061,5
claims of negligence,unfair dismissal,11063,15
appeal against HR,discrimination,11065,13
Workplace harassment,appeal against HR,11067,13
Murder,Workplace harassment,11069,8
robbery,Murder,11071,11
dowry demands,theft,11073,4
robbery,cybercrime,11075,11
unfair dismissal,sedition,11077,3
theft,Property dispute,11079,4
cybercrime,marriage affairs,11081,13
sedition,Divorce,11083,7
Property dispute,Fraud,11085,13
Fraud,riots,11087,12
riots,claims of negligence,11089,4
marriage affairs,dowry demands,11091,10
Divorce,robbery,11093,12
claims of negligence,unfair dismissal,11095,13
appeal against HR,discrimination,11097,5
Workplace harassment,appeal against HR,11099,5
Murder,Workplace harassment,11101,6
robbery,Murder,11103,3
dowry demands,theft,11105,10
robbery,cybercrime,11107,7
unfair dismissal,sedition,11109,8
theft,Property dispute,11111,14
cybercrime,marriage affairs,11113,11
sedition,Divorce,11115,10
Property dispute,Fraud,11117,3
Fraud,riots,11119,9
riots,claims of negligence,11121,12
marriage affairs,dowry demands,11123,4
Divorce,robbery,11125,14
claims of negligence,unfair dismissal,11127,4
appeal against HR,discrimination,11129,3
Workplace harassment,appeal against HR,11131,13
Murder,Workplace harassment,11133,6
robbery,Murder,11135,15
dowry demands,theft,11137,10
robbery,cybercrime,11139,3
unfair dismissal,sedition,11141,5
theft,Property dispute,11143,14
cybercrime,marriage affairs,11145,5
sedition,Divorce,11147,4
Property dispute,Fraud,11149,11
Fraud,riots,11151,5
riots,claims of negligence,11153,14
marriage affairs,dowry demands,11155,4
Divorce,robbery,11157,7
claims of negligence,unfair dismissal,11159,13
appeal against HR,discrimination,11161,4
Workplace harassment,appeal against HR,11163,7
Murder,Workplace harassment,11165,7
robbery,Murder,11167,11
dowry demands,theft,11169,12
robbery,cybercrime,11171,13
unfair dismissal,sedition,11173,12
theft,Property dispute,11175,5
cybercrime,marriage affairs,11177,14
sedition,Divorce,11179,10
Property dispute,Fraud,11181,4
Fraud,riots,11183,13
riots,claims of negligence,11185,12
marriage affairs,dowry demands,11187,5
Divorce,robbery,11189,13
claims of negligence,unfair dismissal,11191,4
appeal against HR,discrimination,11193,10
Workplace harassment,appeal against HR,11195,10
Murder,Workplace harassment,11197,6
robbery,Murder,11199,9
dowry demands,theft,11201,10
robbery,cybercrime,11203,4
unfair dismissal,sedition,11205,14
theft,Property dispute,11207,15
cybercrime,marriage affairs,11209,14
sedition,Divorce,11211,11
Property dispute,Fraud,11213,7
Fraud,riots,11215,4
riots,claims of negligence,11217,7
marriage affairs,dowry demands,11219,3
Divorce,robbery,11221,15
claims of negligence,unfair dismissal,11223,11
appeal against HR,discrimination,11225,11
Workplace harassment,appeal against HR,11227,12
Murder,Workplace harassment,11229,6
robbery,Murder,11231,7
dowry demands,theft,11233,4
robbery,cybercrime,11235,4
unfair dismissal,sedition,11237,5
theft,Property dispute,11239,3
cybercrime,marriage affairs,11241,4
sedition,Divorce,11243,7
Property dispute,Fraud,11245,9
Fraud,riots,11247,14
riots,claims of negligence,11249,9
marriage affairs,dowry demands,11251,7
Divorce,robbery,11253,15
claims of negligence,unfair dismissal,11255,5
appeal against HR,discrimination,11257,13
Workplace harassment,appeal against HR,11259,10
Murder,Workplace harassment,11261,8
robbery,Murder,11263,5
dowry demands,theft,11265,12
robbery,cybercrime,11267,14
unfair dismissal,sedition,11269,11
theft,Property dispute,11271,11
cybercrime,marriage affairs,11273,13
sedition,Divorce,11275,9
Property dispute,Fraud,11277,7
Fraud,riots,11279,15
riots,claims of negligence,11281,5
marriage affairs,dowry demands,11283,15
Divorce,robbery,11285,13
claims of negligence,unfair dismissal,11287,15
appeal against HR,discrimination,11289,13
Workplace harassment,appeal against HR,11291,10
Murder,Workplace harassment,11293,9
robbery,Murder,11295,11
dowry demands,theft,11297,15
robbery,cybercrime,11299,10
unfair dismissal,sedition,11301,8
theft,Property dispute,11303,4
cybercrime,marriage affairs,11305,9
sedition,Divorce,11307,11
Property dispute,Fraud,11309,15
Fraud,riots,11311,4
riots,claims of negligence,11313,12
marriage affairs,dowry demands,11315,15
Divorce,robbery,11317,13
claims of negligence,unfair dismissal,11319,12
appeal against HR,discrimination,11321,13
Workplace harassment,appeal against HR,11323,3
Murder,Workplace harassment,11325,7
robbery,Murder,11327,14
dowry demands,theft,11329,9
robbery,cybercrime,11331,15
unfair dismissal,sedition,11333,4
theft,Property dispute,11335,5
cybercrime,marriage affairs,11337,10
sedition,Divorce,11339,7
Property dispute,Fraud,11341,10
Fraud,riots,11343,5
riots,claims of negligence,11345,14
marriage affairs,dowry demands,11347,6
Divorce,robbery,11349,9
claims of negligence,unfair dismissal,11351,3
appeal against HR,discrimination,11353,13
Workplace harassment,appeal against HR,11355,10
Murder,Workplace harassment,11357,14
robbery,Murder,11359,7
dowry demands,theft,11361,8
robbery,cybercrime,11363,8
unfair dismissal,sedition,11365,12
theft,Property dispute,11367,7
cybercrime,marriage affairs,11369,7
sedition,Divorce,11371,11
Property dispute,Fraud,11373,15
Fraud,riots,11375,6
riots,claims of negligence,11377,11
marriage affairs,dowry demands,11379,9
